climaticZone,planetSection,temperatureSecondHalfPlanetRotation,temperatureFirstHalfPlanetRotation,mineralDensity,geoZone,longitude,rockSize,waterStreamDistanceY,cover,magmaConcentrationDistance,waterStreamDistanceX,detectionDepth,mineralType,id
7,Mordor,30.4,102.2,6724.81,7,56.16,1,7.65,3,FAR,143.32,27.05,2,11804
8,Tatoooine,13.8,95.7,14398.4,7,143.22,1,23.0,3,VERY_CLOSE,210.96,33.99,7,11805
7,Tatoooine,29.4,115.0,6228.42,7,210.38,1,88.07,3,VERY_CLOSE,716.5,32.49,2,11806
7,Mordor,16.3,91.5,12763.11,7,111.39,1,92.36,3,VERY_CLOSE,775.02,28.03,5,11807
6,Tatoooine,30.8,109.3,4658.44,1,57.02,0,20.09,0,VERY_CLOSE,1104.71,27.23,5,11808
2,Hyrule,21.8,103.1,9347.51,7,118.4,1,60.12,1,VERY_CLOSE,968.15,24.74,3,11809
2,Hyrule,18.8,97.7,10856.21,7,132.32,1,0.0,3,VERY_CLOSE,444.98,25.14,3,11810
2,Hyrule,22.9,101.9,8330.32,7,157.86,3,30.06,4,VERY_CLOSE,473.31,22.07,3,11811
7,Mordor,25.4,96.7,-999.0,7,102.14,1,26.24,3,CLOSE,672.03,33.27,2,11812
4,Mordor,29.1,106.8,-999.0,7,152.0,1,40.02,1,VERY_CLOSE,1152.97,24.75,2,11813
2,Hyrule,18.0,101.0,11390.63,7,134.61,1,246.8,2,VERY_CLOSE,1801.27,22.91,4,11814
4,Hyrule,35.1,93.8,16460.03,7,15.89,3,80.12,4,VERY_CLOSE,411.47,21.56,3,11815
2,Hyrule,24.4,109.0,-999.0,7,169.56,3,0.0,4,VERY_CLOSE,0.0,20.73,4,11816
7,Tatoooine,31.8,-999.0,3879.32,7,9.07,1,35.01,3,VERY_CLOSE,829.04,32.78,1,11817
8,Tatoooine,33.3,104.9,8864.09,7,14.24,1,32.96,3,MEDIUM,1242.57,34.62,7,11818
2,Hyrule,27.5,110.5,5852.59,7,138.2,1,0.0,1,VERY_CLOSE,0.0,24.31,4,11819
6,Tatoooine,32.2,114.2,2941.42,1,330.1,0,0.0,0,CLOSE,0.0,26.08,6,11820
7,Tatoooine,18.2,95.6,11233.51,7,133.81,1,86.03,3,CLOSE,567.7,30.72,1,11821
7,Mordor,22.1,98.7,10178.01,7,165.21,1,-1.02,3,VERY_CLOSE,404.86,27.46,5,11822
7,Tatoooine,29.4,97.5,10548.16,7,54.69,1,94.61,3,VERY_CLOSE,1473.02,30.87,1,11823
2,Tatoooine,35.2,117.3,9075.51,7,246.65,1,42.54,2,VERY_CLOSE,502.37,24.57,3,11824
8,Tatoooine,38.5,114.3,7356.92,7,325.66,1,15.46,3,MEDIUM,215.83,33.35,7,11825
6,Tatoooine,29.6,110.2,-999.0,1,68.77,0,0.0,0,CLOSE,0.0,28.29,5,11826
4,Hyrule,36.0,-999.0,9041.31,7,10.99,3,0.0,4,VERY_CLOSE,0.0,24.88,6,11827
2,Hyrule,34.9,110.7,15473.55,7,248.44,3,150.01,4,VERY_CLOSE,884.63,23.21,4,11828
7,Mordor,19.3,93.9,10864.99,7,129.26,1,68.31,3,VERY_CLOSE,475.46,27.43,5,11829
2,Hyrule,13.6,95.7,16342.07,7,166.99,3,105.38,4,VERY_CLOSE,551.24,22.55,4,11830
7,Mordor,28.6,102.6,5868.99,7,86.66,1,67.02,3,CLOSE,1312.61,31.37,2,11831
4,Hyrule,33.2,105.1,8473.18,7,13.15,3,78.96,4,CLOSE,1170.85,25.21,6,11832
7,Mordor,12.3,90.0,15537.55,7,128.28,1,96.76,3,CLOSE,486.05,28.69,5,11833
4,Hyrule,41.2,108.7,10822.27,7,332.56,3,22.68,4,VERY_CLOSE,190.11,23.8,3,11834
4,Hyrule,35.7,93.5,12843.7,7,14.14,3,35.34,4,VERY_CLOSE,267.67,22.86,6,11835
7,Tatoooine,22.3,97.4,11544.38,7,84.48,1,64.27,3,VERY_CLOSE,981.78,28.92,2,11836
7,Mordor,37.1,111.5,-999.0,2,309.7,2,-20.37,3,CLOSE,612.16,31.4,1,11837
2,Tatoooine,34.3,110.8,11583.02,7,242.33,3,44.99,4,CLOSE,1831.55,27.85,5,11838
7,Tatoooine,37.3,109.8,6332.83,2,326.04,0,0.0,0,VERY_CLOSE,0.0,25.86,5,11839
7,Mordor,32.2,108.6,-999.0,2,363.16,0,-6.04,0,CLOSE,1300.39,28.64,2,11840
4,Tatoooine,34.6,107.3,-999.0,7,365.78,3,42.39,4,VERY_CLOSE,598.87,27.71,5,11841
7,Mordor,35.3,108.4,6253.95,7,268.32,1,69.37,3,CLOSE,1328.75,32.09,2,11842
2,Hyrule,32.3,107.3,-999.0,7,46.39,1,0.0,1,VERY_CLOSE,0.0,24.5,4,11843
7,Mordor,13.9,91.8,14518.4,7,140.06,1,131.23,3,CLOSE,1343.93,33.02,1,11844
7,Mordor,33.0,-999.0,3644.26,7,356.11,1,103.55,3,CLOSE,1472.24,32.46,2,11845
6,Hyrule,34.2,105.8,7908.71,1,25.02,0,0.0,0,VERY_CLOSE,0.0,22.64,4,11846
4,Tatoooine,38.1,106.4,14055.4,7,260.23,3,11.46,4,CLOSE,450.46,29.07,2,11847
6,Hyrule,34.0,107.0,3167.92,1,323.22,0,2.0,0,VERY_CLOSE,96.45,19.91,4,11848
4,Tatoooine,26.9,105.4,-999.0,7,125.04,3,0.0,4,CLOSE,0.0,27.58,5,11849
2,Hyrule,30.0,100.0,7702.41,7,57.69,1,135.91,1,VERY_CLOSE,935.33,24.31,6,11850
4,Tatoooine,25.0,105.8,9345.17,7,181.82,3,103.22,4,VERY_CLOSE,553.97,27.82,5,11851
2,Tatoooine,27.9,104.1,4301.86,7,150.94,1,-2.04,2,VERY_CLOSE,102.89,27.41,5,11852
4,Tatoooine,18.4,105.1,12718.37,7,170.98,3,101.16,4,CLOSE,2790.95,29.51,5,11853
2,Hyrule,23.5,105.1,7826.7,7,139.09,1,148.87,1,VERY_CLOSE,1152.51,23.42,4,11854
6,Tatoooine,33.8,106.2,4673.78,1,11.92,0,2.89,0,VERY_CLOSE,95.03,25.6,6,11855
2,Hyrule,18.4,98.5,11677.53,7,154.36,1,4.94,2,VERY_CLOSE,100.21,20.77,4,11856
4,Hyrule,35.9,106.2,6248.34,7,299.3,3,28.92,4,VERY_CLOSE,850.95,23.0,3,11857
8,Tatoooine,32.8,117.7,9617.15,7,238.26,1,7.92,3,VERY_CLOSE,353.1,34.12,7,11858
6,Tatoooine,27.5,111.7,5764.84,1,184.05,0,-4.9,0,CLOSE,94.57,24.48,6,11859
4,Tatoooine,31.5,102.2,5407.97,7,27.88,3,41.9,4,VERY_CLOSE,660.64,27.47,3,11860
4,Tatoooine,26.3,101.2,8905.82,7,81.8,3,-11.34,4,VERY_CLOSE,799.99,26.49,6,11861
7,Mordor,29.7,111.5,4139.48,7,76.68,1,-82.47,3,VERY_CLOSE,1340.12,32.22,1,11862
7,Mordor,21.1,97.1,11503.07,7,95.09,1,87.71,3,CLOSE,726.81,27.87,2,11863
4,Tatoooine,33.2,105.7,7926.49,7,13.06,3,15.71,4,VERY_CLOSE,321.07,26.43,5,11864
8,Tatoooine,33.0,113.4,4688.8,7,226.93,1,155.61,3,CLOSE,3124.94,34.93,7,11865
7,Tatoooine,22.5,75.6,20828.33,7,48.26,1,24.4,3,CLOSE,782.88,30.22,2,11866
2,Hyrule,34.3,111.0,3747.26,7,292.34,1,0.0,3,VERY_CLOSE,0.0,22.52,4,11867
4,Hyrule,39.1,107.6,-999.0,7,353.63,3,6.88,4,VERY_CLOSE,101.16,23.37,6,11868
4,Hyrule,33.3,102.7,8779.92,7,12.81,3,80.15,4,VERY_CLOSE,567.39,24.01,6,11869
8,Mordor,23.1,98.4,-999.0,7,84.49,1,-2.04,3,CLOSE,2113.16,32.79,7,11870
7,Tatoooine,23.7,99.0,-999.0,7,81.02,1,74.89,3,CLOSE,1235.78,27.47,2,11871
6,Hyrule,26.0,104.3,6835.28,1,96.46,0,0.0,0,VERY_CLOSE,0.0,22.01,4,11872
4,Hyrule,42.0,103.5,14344.26,7,318.36,3,24.85,4,VERY_CLOSE,226.77,23.45,6,11873
7,Tatoooine,33.4,101.2,7487.02,2,16.75,0,39.26,0,VERY_CLOSE,398.96,31.99,1,11874
4,Hyrule,39.4,108.9,-999.0,7,335.64,3,153.92,4,VERY_CLOSE,929.96,22.92,6,11875
4,Tatoooine,26.5,102.9,6632.07,7,95.4,3,74.92,4,VERY_CLOSE,1087.14,25.49,3,11876
8,Tatoooine,31.4,106.9,3947.23,7,72.35,1,249.86,3,MEDIUM,3787.96,37.15,7,11877
7,Tatoooine,31.2,103.8,8662.94,7,35.28,1,101.76,3,CLOSE,1191.65,28.48,2,11878
7,Mordor,25.8,111.5,5492.13,7,151.33,1,23.62,3,MEDIUM,500.71,33.49,1,11879
2,Hyrule,19.9,101.8,10273.84,7,137.02,3,20.24,4,CLOSE,306.62,22.76,4,11880
8,Tatoooine,18.8,99.8,13491.11,7,166.16,1,52.49,3,VERY_CLOSE,480.31,33.31,7,11881
6,Tatoooine,31.3,109.8,4525.89,1,197.65,0,37.92,0,CLOSE,1959.19,27.48,5,11882
2,Tatoooine,29.0,105.7,-999.0,7,149.61,1,19.43,2,VERY_CLOSE,489.17,26.67,3,11883
4,Hyrule,37.5,107.8,9310.31,7,335.48,3,48.51,4,VERY_CLOSE,402.31,24.89,3,11884
4,Tatoooine,20.7,97.7,10411.34,7,135.78,3,97.49,4,VERY_CLOSE,591.37,28.19,5,11885
4,Tatoooine,33.5,102.6,6629.72,7,30.16,3,61.19,4,VERY_CLOSE,1594.33,24.91,3,11886
2,Tatoooine,43.0,104.9,14704.85,7,302.92,3,4.85,4,VERY_CLOSE,102.18,23.33,3,11887
4,Tatoooine,36.7,102.7,8285.66,7,343.7,3,51.8,4,CLOSE,1198.45,28.27,6,11888
4,Tatoooine,31.0,102.9,-999.0,7,39.88,3,0.0,4,CLOSE,0.0,25.03,6,11889
7,Tatoooine,31.5,97.1,7909.23,1,50.66,0,0.0,0,VERY_CLOSE,0.0,26.99,2,11890
2,Hyrule,31.5,112.7,14645.74,7,241.25,1,0.0,3,VERY_CLOSE,0.0,22.17,4,11891
7,Mordor,31.7,108.2,2334.7,7,73.07,1,20.15,3,CLOSE,792.81,27.44,5,11892
7,Mordor,28.4,102.4,5046.68,7,114.73,1,0.0,3,VERY_CLOSE,0.0,26.87,5,11893
7,Mordor,27.4,107.0,4176.15,2,128.22,0,-7.96,0,CLOSE,583.54,29.66,1,11894
7,Tatoooine,34.3,109.3,9440.06,7,247.46,1,7.7,3,CLOSE,291.31,28.4,2,11895
2,Hyrule,16.1,97.5,-999.0,7,172.77,3,27.04,4,VERY_CLOSE,138.56,21.42,4,11896
4,Hyrule,41.0,102.0,10872.91,7,340.74,3,199.77,4,CLOSE,1681.92,23.31,3,11897
7,Tatoooine,34.6,113.1,4230.78,7,316.15,1,101.13,3,CLOSE,1674.27,30.29,2,11898
7,Tatoooine,33.2,106.3,3645.22,7,360.49,1,52.4,3,VERY_CLOSE,1284.83,32.66,2,11899
4,Mordor,29.3,111.1,3601.21,7,139.47,1,21.67,1,VERY_CLOSE,1841.19,27.14,2,11900
2,Tatoooine,32.8,110.8,10162.85,7,234.49,3,11.78,4,VERY_CLOSE,139.84,25.18,3,11901
2,Hyrule,31.3,103.3,6986.77,7,27.67,3,0.0,4,VERY_CLOSE,0.0,21.02,4,11902
6,Hyrule,32.1,109.3,6344.45,1,15.69,0,0.0,0,VERY_CLOSE,0.0,21.67,4,11903
2,Tatoooine,31.5,110.0,-999.0,7,231.14,3,156.79,4,VERY_CLOSE,1339.55,24.24,3,11904
4,Hyrule,16.2,91.2,-999.0,7,106.69,3,236.44,4,VERY_CLOSE,1281.3,23.83,4,11905
6,Mordor,31.5,110.9,5011.82,1,27.17,0,0.0,0,FAR,0.0,25.62,2,11906
7,Mordor,18.5,92.5,11609.49,7,125.01,1,8.31,3,VERY_CLOSE,307.9,27.08,5,11907
7,Tatoooine,36.3,106.3,4969.8,7,328.69,1,0.0,3,VERY_CLOSE,0.0,30.02,5,11908
6,Tatoooine,34.3,110.2,3978.92,1,265.7,0,0.0,0,VERY_CLOSE,0.0,25.15,6,11909
2,Hyrule,28.9,103.3,4978.64,7,111.75,1,264.6,2,VERY_CLOSE,1597.35,23.2,4,11910
2,Hyrule,37.1,106.4,9107.63,7,311.42,1,107.16,1,VERY_CLOSE,1207.73,25.55,6,11911
2,Hyrule,32.7,104.6,3109.73,7,18.19,3,0.0,4,CLOSE,0.0,21.81,4,11912
7,Mordor,19.7,98.4,11061.92,7,106.8,1,97.77,3,MEDIUM,1286.15,30.99,1,11913
8,Tatoooine,24.9,103.9,7107.68,7,95.13,1,-21.13,3,CLOSE,1109.5,33.44,7,11914
2,Hyrule,17.7,103.5,14151.52,7,176.37,3,97.98,4,VERY_CLOSE,677.12,22.95,4,11915
7,Mordor,27.9,98.1,7157.94,2,74.95,0,1.02,0,CLOSE,96.68,31.06,1,11916
7,Tatoooine,23.9,97.7,7516.58,7,108.07,1,49.12,3,VERY_CLOSE,289.46,29.27,5,11917
4,Hyrule,26.8,98.0,10467.75,7,57.16,3,132.47,4,VERY_CLOSE,1094.57,24.29,3,11918
4,Tatoooine,26.4,109.4,5476.78,7,137.29,3,-1.03,4,VERY_CLOSE,100.8,26.3,6,11919
5,Tatoooine,32.1,110.0,-999.0,1,264.89,0,0.0,0,VERY_CLOSE,0.0,23.33,6,11920
4,Tatoooine,27.2,104.6,7211.83,7,172.67,3,138.43,4,CLOSE,1476.97,27.86,3,11921
7,Mordor,21.1,94.7,11822.84,7,100.17,1,91.64,3,CLOSE,981.88,26.86,5,11922
4,Hyrule,26.4,102.5,5975.56,7,91.61,3,0.0,4,VERY_CLOSE,0.0,21.36,4,11923
7,Mordor,30.7,-999.0,-999.0,7,217.42,1,22.5,3,VERY_CLOSE,1012.5,28.44,5,11924
7,Tatoooine,29.3,110.5,-999.0,7,117.63,1,-7.33,3,VERY_CLOSE,481.19,26.96,1,11925
2,Hyrule,16.9,102.8,13224.38,7,156.97,3,51.18,4,CLOSE,399.86,23.71,4,11926
6,Tatoooine,28.6,110.2,5040.16,1,103.2,0,0.0,0,VERY_CLOSE,0.0,25.36,3,11927
2,Tatoooine,33.2,107.0,12012.42,7,252.45,3,25.99,4,CLOSE,228.05,27.56,5,11928
4,Hyrule,20.4,97.1,11980.15,7,99.17,3,35.02,4,VERY_CLOSE,286.6,20.78,6,11929
7,Mordor,30.6,113.1,-999.0,7,230.46,1,16.96,3,CLOSE,192.51,29.3,2,11930
7,Mordor,28.7,112.1,3086.53,7,104.94,1,20.71,3,VERY_CLOSE,728.51,33.32,1,11931
4,Tatoooine,35.0,97.2,14520.01,7,18.22,3,74.56,4,CLOSE,686.17,27.41,6,11932
6,Hyrule,33.3,100.1,6346.75,1,24.82,0,0.0,0,VERY_CLOSE,0.0,21.72,4,11933
7,Tatoooine,34.5,110.4,5759.0,7,283.87,1,90.79,3,VERY_CLOSE,1146.35,34.86,1,11934
2,Tatoooine,26.4,105.1,6439.0,7,182.49,3,32.61,4,VERY_CLOSE,292.22,24.06,3,11935
7,Tatoooine,29.9,108.2,5364.48,7,66.01,1,111.2,3,CLOSE,3378.46,31.14,2,11936
7,Mordor,28.5,104.6,6864.57,7,78.46,1,11.61,3,MEDIUM,628.39,31.66,2,11937
2,Hyrule,19.8,91.3,15627.33,7,79.66,1,12.46,3,VERY_CLOSE,284.49,21.15,3,11938
4,Tatoooine,36.7,101.6,-999.0,7,9.98,3,17.1,4,VERY_CLOSE,221.98,25.94,6,11939
2,Hyrule,19.2,105.2,12927.9,7,166.48,1,188.82,3,VERY_CLOSE,1235.05,20.7,3,11940
2,Hyrule,36.3,88.1,16164.5,7,11.78,3,203.27,4,VERY_CLOSE,1230.82,20.99,6,11941
7,Mordor,33.2,-999.0,3332.94,7,255.87,1,0.0,3,VERY_CLOSE,102.73,31.1,1,11942
2,Hyrule,18.3,102.0,14672.29,7,185.94,3,77.54,4,VERY_CLOSE,443.64,22.41,4,11943
7,Tatoooine,32.0,105.2,3998.13,7,7.0,1,94.7,3,VERY_CLOSE,2231.6,34.27,1,11944
6,Mordor,28.7,101.7,4132.25,7,97.17,1,-1.0,2,FAR,197.86,24.9,5,11945
4,Tatoooine,24.8,104.6,8945.41,7,190.52,3,20.01,4,CLOSE,198.13,26.39,2,11946
4,Tatoooine,27.6,106.6,5075.98,7,177.57,3,0.0,4,VERY_CLOSE,96.19,26.03,3,11947
8,Mordor,25.1,101.9,7628.72,7,166.76,1,-5.14,3,MEDIUM,405.02,33.63,7,11948
4,Hyrule,39.5,-999.0,10092.14,7,347.42,3,15.75,4,CLOSE,99.8,22.09,3,11949
7,Tatoooine,34.0,109.6,4874.31,7,249.34,1,35.74,3,CLOSE,882.59,33.38,1,11950
7,Mordor,27.9,110.2,9669.15,7,212.71,1,32.15,3,VERY_CLOSE,517.86,27.44,5,11951
6,Mordor,33.2,113.7,-999.0,1,356.03,0,0.0,0,FAR,296.27,30.02,2,11952
7,Mordor,22.4,102.6,8483.45,7,122.89,1,23.4,3,CLOSE,528.56,29.06,2,11953
4,Hyrule,36.1,98.2,-999.0,7,13.1,3,28.0,4,CLOSE,312.39,22.8,3,11954
2,Hyrule,24.0,94.3,12056.9,7,69.31,1,74.74,2,VERY_CLOSE,665.15,19.72,6,11955
2,Hyrule,16.5,95.8,13158.08,7,152.43,3,27.37,4,CLOSE,191.18,22.38,4,11956
7,Tatoooine,31.0,112.9,2934.27,2,12.74,0,13.56,0,VERY_CLOSE,414.49,29.74,2,11957
2,Hyrule,18.8,101.3,-999.0,7,145.34,3,48.17,4,CLOSE,406.17,23.28,4,11958
8,Tatoooine,31.8,99.5,9854.55,7,42.67,1,146.59,3,MEDIUM,1460.64,34.64,7,11959
2,Hyrule,26.7,103.7,-999.0,7,69.24,3,87.96,4,VERY_CLOSE,1283.02,20.67,3,11960
7,Tatoooine,28.3,106.3,5761.33,7,199.91,1,35.32,2,CLOSE,1290.35,28.2,5,11961
2,Tatoooine,27.7,106.8,6920.83,7,83.43,1,13.26,2,VERY_CLOSE,510.79,23.85,6,11962
7,Mordor,27.5,102.2,6163.16,2,74.36,0,3.03,0,VERY_CLOSE,285.68,30.74,1,11963
2,Hyrule,37.1,99.7,-999.0,7,354.87,3,0.0,4,VERY_CLOSE,0.0,21.22,4,11964
2,Hyrule,25.3,102.2,6637.67,7,151.49,1,158.71,1,VERY_CLOSE,1278.89,23.3,4,11965
4,Tatoooine,30.3,105.0,4559.94,7,83.29,3,21.0,4,VERY_CLOSE,925.86,28.63,2,11966
4,Tatoooine,23.8,105.8,7103.74,7,120.33,3,18.31,4,VERY_CLOSE,644.29,25.52,3,11967
7,Mordor,30.7,104.8,3625.65,1,113.01,0,0.0,0,FAR,0.0,28.13,2,11968
2,Hyrule,28.3,102.3,4269.9,7,115.47,3,2.91,4,CLOSE,93.75,22.23,4,11969
7,Tatoooine,31.4,107.0,2719.42,7,95.85,1,12.69,3,VERY_CLOSE,550.97,31.35,2,11970
4,Mordor,24.2,102.3,7329.07,7,166.04,1,60.23,1,CLOSE,1582.13,25.72,2,11971
4,Tatoooine,37.2,103.3,9628.35,7,10.85,3,15.4,4,CLOSE,96.02,28.45,6,11972
4,Hyrule,29.2,105.1,-999.0,7,77.64,3,0.0,4,VERY_CLOSE,0.0,22.79,4,11973
4,Tatoooine,18.2,102.1,11680.8,7,149.53,3,34.48,4,CLOSE,387.57,30.0,2,11974
2,Hyrule,32.0,-999.0,-999.0,7,32.0,1,86.54,1,VERY_CLOSE,1052.91,24.19,6,11975
2,Hyrule,35.3,106.4,4442.2,7,352.26,1,18.14,1,VERY_CLOSE,761.99,24.8,3,11976
6,Hyrule,39.5,101.3,-999.0,1,339.98,0,16.21,0,VERY_CLOSE,273.91,20.77,4,11977
8,Mordor,23.1,105.0,8806.3,7,159.18,1,59.3,3,CLOSE,931.43,33.08,7,11978
8,Tatoooine,27.8,-999.0,-999.0,7,205.39,1,76.29,3,CLOSE,1775.17,34.61,1,11979
7,Mordor,13.4,92.8,14399.73,7,118.56,1,-49.39,3,CLOSE,498.65,26.98,5,11980
7,Tatoooine,35.1,99.7,7587.85,2,19.72,2,17.35,3,CLOSE,1016.78,31.82,1,11981
2,Hyrule,14.7,102.2,15891.0,7,176.11,3,184.13,4,VERY_CLOSE,1029.06,22.68,4,11982
4,Hyrule,21.8,92.6,10044.94,7,95.45,3,15.39,4,VERY_CLOSE,277.46,24.45,6,11983
4,Hyrule,23.9,94.8,-999.0,7,80.71,3,18.61,4,VERY_CLOSE,220.04,21.01,4,11984
4,Hyrule,19.8,103.2,10617.08,7,126.92,3,28.04,4,VERY_CLOSE,858.7,24.2,3,11985
2,Tatoooine,34.0,110.8,4225.58,7,251.22,3,21.96,4,CLOSE,325.4,25.47,3,11986
7,Mordor,28.0,106.1,4759.65,7,83.35,1,0.0,3,CLOSE,454.95,27.12,5,11987
4,Tatoooine,27.5,103.3,4897.16,7,120.58,3,55.49,4,VERY_CLOSE,1095.69,29.48,5,11988
7,Tatoooine,35.9,113.7,-999.0,2,320.64,0,6.16,0,CLOSE,139.86,31.82,1,11989
4,Tatoooine,27.5,91.8,-999.0,7,60.86,3,90.64,4,CLOSE,893.55,27.12,6,11990
4,Hyrule,33.0,98.3,10639.26,7,20.27,3,43.29,4,VERY_CLOSE,404.6,23.4,3,11991
7,Mordor,26.6,-999.0,5059.23,7,157.93,1,44.15,3,CLOSE,1104.22,28.01,2,11992
2,Tatoooine,24.2,100.1,7039.51,7,153.98,1,20.96,2,CLOSE,269.56,27.2,3,11993
4,Hyrule,26.5,97.8,9002.69,7,72.74,3,0.0,4,VERY_CLOSE,0.0,22.61,4,11994
7,Tatoooine,29.7,94.4,11438.36,7,37.32,1,156.29,3,VERY_CLOSE,1275.53,27.88,2,11995
7,Mordor,15.0,-999.0,14768.9,7,109.25,1,66.87,3,CLOSE,437.45,27.86,5,11996
7,Mordor,19.1,94.8,10791.88,7,110.42,1,144.54,3,CLOSE,1183.11,29.07,5,11997
4,Hyrule,37.7,98.9,12142.19,7,5.97,3,218.13,4,VERY_CLOSE,1222.71,25.17,3,11998
8,Tatoooine,32.6,102.1,8520.2,7,36.1,1,17.79,3,MEDIUM,1771.17,33.34,7,11999
7,Tatoooine,21.6,102.8,8401.56,7,144.25,1,31.2,3,VERY_CLOSE,1050.97,31.88,2,12000
7,Mordor,21.1,102.1,-999.0,7,173.77,1,22.61,3,VERY_CLOSE,218.38,26.52,5,12001
5,Hyrule,32.3,110.5,2736.02,1,65.67,0,0.0,0,VERY_CLOSE,0.0,20.22,4,12002
6,Mordor,27.5,104.1,4659.2,7,112.87,1,-5.13,2,FAR,718.59,25.17,5,12003
2,Hyrule,37.5,115.3,-999.0,7,288.48,1,0.0,1,VERY_CLOSE,1593.66,23.94,4,12004
2,Hyrule,31.2,106.7,7731.14,7,215.02,3,102.61,4,VERY_CLOSE,1425.86,24.33,3,12005
2,Hyrule,31.3,110.3,2785.29,7,132.46,1,0.0,1,VERY_CLOSE,0.0,25.13,4,12006
7,Mordor,31.8,108.2,5098.2,2,44.14,2,-1.93,3,VERY_CLOSE,395.86,33.18,1,12007
4,Hyrule,37.4,107.3,8465.24,7,332.46,3,22.66,4,VERY_CLOSE,188.47,24.55,3,12008
2,Hyrule,21.8,104.6,10395.18,7,173.26,1,21.1,3,VERY_CLOSE,283.58,20.29,3,12009
7,Mordor,31.8,112.5,5413.0,7,230.14,1,1.02,3,MEDIUM,132.37,29.1,1,12010
7,Tatoooine,27.0,-999.0,5471.96,2,122.88,0,5.03,0,CLOSE,285.15,31.27,1,12011
7,Mordor,32.9,106.7,-999.0,2,23.36,0,16.87,0,MEDIUM,209.77,32.33,1,12012
8,Tatoooine,35.0,106.8,6228.3,7,335.2,1,304.35,3,MEDIUM,2859.93,37.02,7,12013
2,Tatoooine,36.6,116.1,9576.46,7,269.84,3,22.93,4,VERY_CLOSE,305.64,26.69,3,12014
6,Tatoooine,24.5,100.4,6951.7,1,138.33,0,8.14,0,CLOSE,95.02,27.62,5,12015
4,Mordor,35.0,-999.0,6748.7,7,357.07,1,32.78,1,FAR,320.85,27.87,2,12016
7,Mordor,30.3,102.1,-999.0,7,109.59,1,28.58,3,VERY_CLOSE,1109.26,31.13,1,12017
8,Tatoooine,32.2,116.1,5885.62,7,224.71,1,152.03,3,CLOSE,3097.51,34.49,7,12018
7,Mordor,17.3,94.5,13832.36,7,103.22,1,93.96,3,CLOSE,662.0,28.58,5,12019
8,Tatoooine,35.0,111.3,4065.33,7,320.48,1,31.8,3,VERY_CLOSE,1056.58,33.15,7,12020
4,Tatoooine,26.9,105.4,6462.86,7,186.24,3,35.36,4,VERY_CLOSE,707.11,25.07,6,12021
4,Tatoooine,26.1,105.2,8268.89,7,80.51,3,8.72,4,CLOSE,204.77,27.12,2,12022
7,Mordor,14.3,97.6,14100.03,7,134.79,1,4.07,3,CLOSE,874.22,28.28,5,12023
4,Hyrule,31.0,105.3,-999.0,7,36.3,3,215.05,4,VERY_CLOSE,1430.38,23.28,3,12024
7,Tatoooine,26.2,103.0,6550.5,7,186.68,1,0.0,3,VERY_CLOSE,0.0,26.96,5,12025
4,Hyrule,32.3,97.5,10496.1,7,32.42,3,85.62,4,VERY_CLOSE,842.76,22.1,6,12026
4,Mordor,25.7,-999.0,6262.33,7,134.45,1,44.72,1,CLOSE,1634.89,28.18,2,12027
7,Tatoooine,33.8,113.9,4340.5,1,263.98,0,12.45,0,CLOSE,472.71,34.63,7,12028
2,Hyrule,16.1,99.6,14005.84,7,175.5,3,79.49,4,VERY_CLOSE,475.18,21.73,3,12029
7,Mordor,24.5,102.0,7325.79,7,116.58,1,0.0,3,CLOSE,0.0,33.34,1,12030
2,Hyrule,34.9,108.1,10087.95,7,239.82,3,117.44,4,VERY_CLOSE,811.68,22.84,4,12031
4,Tatoooine,15.4,96.6,14107.61,7,152.64,3,79.64,4,VERY_CLOSE,517.59,27.11,5,12032
7,Tatoooine,31.5,109.4,5403.21,7,35.58,1,-2.1,3,VERY_CLOSE,525.1,28.34,2,12033
8,Tatoooine,29.4,102.1,9466.78,7,52.8,1,27.0,3,CLOSE,1549.27,33.77,1,12034
8,Mordor,14.0,96.6,15724.76,7,153.77,1,118.0,3,MEDIUM,1258.1,33.92,7,12035
8,Mordor,37.9,96.8,14687.71,7,361.18,1,32.81,3,MEDIUM,1199.91,32.42,7,12036
2,Hyrule,32.3,106.6,12743.8,7,239.81,3,47.7,4,VERY_CLOSE,222.56,22.93,3,12037
8,Tatoooine,29.4,107.6,6588.18,7,215.13,1,84.87,3,CLOSE,2403.5,34.91,7,12038
7,Tatoooine,30.6,107.4,4348.47,2,66.48,2,50.79,3,CLOSE,1220.93,31.9,1,12039
6,Hyrule,31.0,103.7,7011.22,1,50.96,0,0.0,0,VERY_CLOSE,95.18,22.7,6,12040
8,Mordor,22.9,105.0,-999.0,7,123.69,1,210.96,3,CLOSE,2283.69,33.03,7,12041
2,Tatoooine,27.2,114.5,9059.33,7,208.98,3,95.61,4,CLOSE,2021.95,28.75,3,12042
4,Hyrule,22.1,97.6,-999.0,7,112.73,3,13.69,4,VERY_CLOSE,100.58,24.08,6,12043
4,Tatoooine,30.5,108.4,3953.29,7,195.99,3,0.0,4,VERY_CLOSE,0.0,25.88,6,12044
2,Hyrule,20.0,99.8,11237.53,7,128.6,1,0.0,1,VERY_CLOSE,0.0,22.52,4,12045
7,Mordor,29.1,107.9,4047.74,2,212.29,0,0.0,0,CLOSE,99.1,32.11,1,12046
